CODLDR______	CODMAT______	LUNG	HALT	SPESS	MMQ____
"LR-01669"	"materialeB0"	345	2190	15	0
"LR-01670"	"materialeB0"	439	225	15	0
"LR-01671"	"materialeB0"	102	2190	15	6
"LR-01672"	"materialeB0"	98	2190	15	0
"LR-01673"	"materialeB0"	170	2190	15	0
"LR-01674"	"materialeB0"	269	2190	15	-32
"LR-01675"	"materialeB0"	327	2190	15	0
"LR-01676"	"materialeB0"	201	2190	15	0
"LR-01677"	"materialeB0"	76	2190	15	-10
"LR-01678"	"materialeB0"	71	2190	15	0
"LR-01679"	"materialeB0"	76	2190	15	0
"LR-01680"	"materialeB0"	201	2190	15	-34
"LR-01681"	"materialeB0"	327	2190	15	-32
"LR-01682"	"materialeB0"	269	2190	15	0
"LR-01683"	"materialeB0"	98	2190	15	6
"LR-01684"	"materialeB0"	102	2190	15	0
"LR-01685"	"materialeB0"	345	2190	15	10
"LR-01686"	"materialeB0"	251	2190	15	0
"LR-01687"	"materialeB0"	368	2190	15	17
"LR-01688"	"materialeB0"	228	2190	15	0
"LR-01689"	"materialeB0"	558	2180	15	0
"LR-01690"	"materialeB0"	394	2180	15	0
"LR-01691"	"materialeB0"	78	1774	15	0
"LR-01692"	"materialeB0"	377	2180	15	0
"LR-01693"	"materialeB0"	458	2180	15	0
"LR-01694"	"materialeB0"	70	2115	15	0
"LR-01695"	"materialeB0"	98	2115	15	0
"LR-01696"	"materialeB0"	253	2115	15	0
"LR-01697"	"materialeB0"	558	2115	15	0
"LR-01698"	"materialeB0"	298	2115	15	0
"LR-01699"	"materialeB0"	546	2115	15	0
"LR-01700"	"materialeB0"	113	2115	15	0
"LR-01701"	"materialeB0"	394	2115	15	0
"LR-01702"	"materialeB0"	377	2115	15	0
"LR-01703"	"materialeB0"	104	2115	15	0
"LR-01704"	"materialeB0"	458	2115	15	0
"LR-01705"	"materialeB0"	136	2115	15	0
"LR-01706"	"materialeB0"	421	2115	15	0
"LR-01707"	"materialeB0"	383	2115	15	0
