CODPAN______	DESCRIZIONE	LUNG1	LUNG2	SPESS	HALT	ANG	FINITURA______	FORI 	___	RIGHE	TIPO	UM__
"LM-01340"	"Pannello"	250	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01341"	"Angolo"	155	70	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01342"	"Angolo"	60	135	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01343"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01344"	"Angolo"	170	225	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01345"	"Angolo"	240	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01346"	"Pannello"	294	0	28	2115	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01347"	"Angolo"	430	83	28	2115	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01348"	"Angolo"	80	85	28	2115	86	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01349"	"Pannello"	250	0	28	2115	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01350"	"Angolo"	155	70	28	2115	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01351"	"Angolo"	60	135	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01352"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01353"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01354"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01355"	"Angolo"	303	297	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01356"	"Angolo"	160	250	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01357"	"Pannello"	450	0	28	2115	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01358"	"Angolo"	83	453	28	2115	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01359"	"Angolo"	123	170	28	2115	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01360"	"Pannello"	500	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01361"	"Angolo"	43	350	28	2115	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01362"	"Pannello"	500	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01363"	"Angolo"	170	225	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01364"	"Angolo"	75	245	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01365"	"Pannello"	500	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01366"	"Angolo"	120	53	28	2115	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01367"	"Angolo"	240	90	28	2115	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01368"	"Angolo"	160	180	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01369"	"Angolo"	90	370	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01370"	"Pannello"	482	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01371"	"Pannello"	283	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01372"	"Angolo"	90	450	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01373"	"Angolo"	120	49	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01374"	"Angolo"	90	370	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01375"	"Angolo"	97	40	28	2180	111	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01376"	"Pannello"	224	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01377"	"Angolo"	265	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01378"	"Pannello"	600	0	28	2160	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01379"	"Angolo"	90	285	28	2115	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01380"	"Pannello"	439	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01381"	"Angolo"	425	170	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01382"	"Angolo"	153	140	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01383"	"Pannello"	560	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01384"	"Angolo"	140	153	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01385"	"Pannello"	367	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01386"	"Pannello"	480	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01387"	"Pannello"	373	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01388"	"Angolo"	164	293	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01389"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01390"	"Angolo"	302	130	28	2180	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01391"	"Angolo"	130	305	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01392"	"Angolo"	180	159	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01393"	"Angolo"	50	253	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01394"	"Pannello"	448	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01395"	"Angolo"	193	52	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01396"	"Angolo"	271	165	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01397"	"Pannello"	220	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01398"	"Pannello"	120	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01399"	"Pannello"	550	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01400"	"Angolo"	46	114	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01401"	"Angolo"	130	470	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01402"	"Pannello"	406	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01403"	"Angolo"	315	50	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01404"	"Angolo"	365	235	28	2180	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01405"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01406"	"Angolo"	470	130	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01407"	"Angolo"	150	158	28	2180	270	"A"	"No"	"_"	1	"MPD"	"Nr"
"LM-01408"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01409"	"Angolo"	235	365	28	2180	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01410"	"Angolo"	50	315	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01411"	"Angolo"	114	46	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01412"	"Pannello"	550	0	28	2180	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01413"	"Pannello"	120	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01414"	"Angolo"	165	271	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01415"	"Angolo"	52	193	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01416"	"Angolo"	198	323	28	2180	270	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01417"	"Angolo"	171	67	28	2180	154	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01418"	"Angolo"	68	367	28	2180	116	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01419"	"Angolo"	78	158	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01420"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01421"	"Angolo"	320	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01422"	"Angolo"	60	304	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01423"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01424"	"Angolo"	315	64	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01425"	"Angolo"	50	235	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01426"	"Angolo"	323	198	28	2180	270	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01427"	"Angolo"	235	50	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01428"	"Angolo"	64	315	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01429"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01430"	"Angolo"	304	60	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01431"	"Angolo"	90	320	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01432"	"Angolo"	158	78	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01433"	"Angolo"	367	68	28	2180	116	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01434"	"Angolo"	67	171	28	2180	154	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01435"	"Angolo"	73	352	28	2180	129	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01436"	"Pannello"	590	0	28	2180	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01437"	"Angolo"	140	72	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01438"	"Angolo"	346	70	28	2180	153	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01439"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01440"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01441"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01442"	"Angolo"	425	175	28	2180	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01443"	"Angolo"	240	100	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01444"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01445"	"Angolo"	280	150	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01446"	"Pannello"	560	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01447"	"Angolo"	60	158	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01448"	"Pannello"	560	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01449"	"Angolo"	150	280	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01450"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01451"	"Angolo"	100	240	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01452"	"Angolo"	175	425	28	2180	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01453"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01454"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01455"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01456"	"Angolo"	70	346	28	2180	153	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01457"	"Angolo"	72	140	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01458"	"Pannello"	590	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01459"	"Angolo"	352	73	28	2180	129	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01460"	"Angolo"	52	178	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01461"	"Pannello"	487	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01462"	"Angolo"	413	187	28	2180	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01463"	"Angolo"	230	100	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01464"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01465"	"Angolo"	460	140	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01466"	"Angolo"	349	43	28	2180	164	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01467"	"Angolo"	313	287	28	2180	137	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01468"	"Angolo"	165	112	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01469"	"Angolo"	113	75	28	2180	149	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01470"	"Angolo"	54	136	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01471"	"Angolo"	135	335	28	2180	270	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01472"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01473"	"Angolo"	300	158	28	2180	270	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01474"	"Angolo"	158	300	28	2180	270	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01475"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01476"	"Angolo"	136	54	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01477"	"Angolo"	75	113	28	2180	149	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01478"	"Angolo"	112	165	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01479"	"Angolo"	287	313	28	2180	137	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01480"	"Angolo"	43	349	28	2180	164	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01481"	"Angolo"	140	460	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01482"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01483"	"Angolo"	100	230	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01484"	"Angolo"	187	413	28	2180	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01485"	"Angolo"	178	52	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01486"	"Angolo"	335	135	28	2180	270	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01487"	"Angolo"	52	64	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01488"	"Pannello"	547	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01489"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01490"	"Angolo"	368	121	28	2180	142	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01491"	"Angolo"	113	113	28	2180	163	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01492"	"Angolo"	424	107	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01493"	"Angolo"	101	226	28	2180	235	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01494"	"Angolo"	100	100	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01495"	"Pannello"	355	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01496"	"Pannello"	400	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01497"	"Angolo"	190	393	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01498"	"Angolo"	350	44	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01499"	"Angolo"	44	350	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01500"	"Angolo"	393	190	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01501"	"Pannello"	355	0	28	2180	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01502"	"Angolo"	226	101	28	2180	235	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01503"	"Angolo"	107	424	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01504"	"Angolo"	121	368	28	2180	142	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01505"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01506"	"Angolo"	64	52	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01507"	"Pannello"	190	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01508"	"Angolo"	115	265	28	2095	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01509"	"Angolo"	100	100	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01510"	"Pannello"	194	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01511"	"Pannello"	75	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01512"	"Pannello"	148	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01513"	"Pannello"	435	0	28	2160	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01514"	"Angolo"	300	300	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01515"	"Pannello"	300	0	28	2160	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01516"	"Angolo"	92	150	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01517"	"Angolo"	92	415	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01518"	"Angolo"	70	300	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01519"	"Angolo"	92	207	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01520"	"Pannello"	454	0	28	2160	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01521"	"Angolo"	70	112	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01522"	"Angolo"	233	367	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01523"	"Angolo"	440	160	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01524"	"Angolo"	295	305	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01525"	"Angolo"	70	353	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01526"	"Angolo"	426	174	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01527"	"Angolo"	554	46	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01528"	"Angolo"	375	225	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01529"	"Angolo"	91	71	28	2160	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01530"	"Angolo"	303	297	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01531"	"Angolo"	268	154	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01532"	"Angolo"	134	134	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01533"	"Angolo"	300	300	28	2160	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01534"	"Pannello"	300	0	28	2160	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01535"	"Angolo"	70	100	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01536"	"Angolo"	252	348	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01537"	"Angolo"	53	146	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01538"	"Angolo"	70	96	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01539"	"Angolo"	349	251	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01540"	"Angolo"	45	49	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01541"	"Pannello"	490	0	28	2160	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01542"	"Angolo"	120	255	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01543"	"Angolo"	100	300	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01544"	"Angolo"	430	84	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01545"	"Angolo"	150	282	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01546"	"Angolo"	70	130	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01547"	"Angolo"	300	65	28	2160	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01548"	"Angolo"	150	226	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01549"	"Angolo"	226	150	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01550"	"Angolo"	103	300	28	2160	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01551"	"Angolo"	71	99	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01552"	"Angolo"	406	194	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01553"	"Angolo"	105	293	28	2160	90	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01554"	"Angolo"	72	75	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01555"	"Angolo"	430	78	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01556"	"Angolo"	300	105	28	2160	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01557"	"Angolo"	300	176	28	2160	90	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01558"	"Angolo"	459	149	28	2180	270	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01559"	"Pannello"	425	0	28	2180	0	"C"	"Si"	"_"	8	"STD"	"Nr"
"LM-01560"	"Pannello"	425	0	28	2180	0	"C"	"Si"	"_"	8	"STD"	"Nr"
"LM-01561"	"Angolo"	280	73	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01562"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01563"	"Angolo"	70	405	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01564"	"Angolo"	70	80	28	1774	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01565"	"Angolo"	409	70	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01566"	"Angolo"	70	409	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01567"	"Angolo"	390	70	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01568"	"Angolo"	151	220	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01569"	"Angolo"	149	451	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01570"	"Angolo"	149	459	28	2180	270	"A"	"Si"	"_"	5	"SPC"	"Nr"
"LM-01571"	"Angolo"	451	149	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01572"	"Angolo"	220	151	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01573"	"Angolo"	119	222	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01574"	"Angolo"	356	52	28	2180	106	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01575"	"Pannello"	108	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01576"	"Angolo"	70	390	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01577"	"Angolo"	405	70	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01578"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01579"	"Angolo"	73	280	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01580"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	6	"STD"	"Nr"
"LM-01581"	"Pannello"	545	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01582"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01583"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01584"	"Pannello"	133	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01585"	"Pannello"	590	0	28	2180	0	"C"	"No"	"_"	1	"STD"	"Nr"
"LM-01586"	"Pannello"	212	0	28	2180	0	"C"	"Si"	"_"	2	"SPC"	"Nr"
"LM-01587"	"Angolo"	80	50	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01588"	"Angolo"	50	71	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01589"	"Pannello"	450	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01590"	"Angolo"	70	265	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01591"	"Angolo"	430	70	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01592"	"Angolo"	459	124	28	2180	270	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-01593"	"Angolo"	70	385	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01594"	"Angolo"	420	70	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01595"	"Angolo"	124	451	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01596"	"Angolo"	124	459	28	2180	270	"A"	"Si"	"_"	5	"SPC"	"Nr"
"LM-01597"	"Angolo"	451	124	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01598"	"Angolo"	70	420	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01599"	"Angolo"	385	70	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01600"	"Angolo"	251	349	28	2180	90	"C"	"No"	"_"	1	"STD"	"Nr"
"LM-01601"	"Pannello"	216	0	28	2180	0	"C"	"No"	"_"	1	"STD"	"Nr"
"LM-01602"	"Pannello"	779	0	41	150	0	"C"	"No"	"_"	1	"MAN"	"Nr"
"LM-01603"	"Pannello"	265	0	28	2110	0	"C"	"No"	"_"	1	"STD"	"Nr"
"LM-01604"	"Pannello"	265	0	28	2110	0	"C"	"No"	"_"	1	"SPC"	"Nr"
"LM-01605"	"Pannello"	600	0	28	2110	0	"C"	"Si"	"_"	8	"STD"	"Nr"
"LM-01606"	"Pannello"	600	0	28	2110	0	"C"	"Si"	"_"	8	"STD"	"Nr"
"LM-01607"	"Pannello"	600	0	28	2110	0	"C"	"No"	"_"	1	"STD"	"Nr"
"LM-01608"	"Pannello"	600	0	28	2110	0	"C"	"Si"	"_"	2	"STD"	"Nr"
"LM-01609"	"Pannello"	600	0	28	2110	0	"C"	"Si"	"_"	4	"STD"	"Nr"
