CODPAN______	DESCRIZIONE	LUNG1	LUNG2	SPESS	HALT	ANG	FINITURA______	FORI 	___	RIGHE	TIPO	UM__
"LM-00802"	"Angolo"	360	50	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00803"	"Angolo"	137	360	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00804"	"Angolo"	150	137	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00805"	"Angolo"	100	350	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00806"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00807"	"Angolo"	292	248	28	2180	102	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00808"	"Pannello"	550	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00809"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00810"	"Angolo"	360	150	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00811"	"Angolo"	150	360	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00812"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00813"	"Angolo"	248	292	28	2180	102	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00814"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00815"	"Angolo"	137	150	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00816"	"Angolo"	360	137	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00817"	"Angolo"	50	360	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00818"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00819"	"Angolo"	240	55	28	2180	90	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00820"	"Angolo"	153	64	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00821"	"Angolo"	150	71	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00822"	"Angolo"	50	350	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00823"	"Angolo"	64	153	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00824"	"Angolo"	350	50	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00825"	"Angolo"	71	150	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00826"	"Pannello"	257	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00827"	"Angolo"	60	430	28	2180	247	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00828"	"Pannello"	257	0	28	2180	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-00829"	"Angolo"	180	95	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00830"	"Angolo"	164	240	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00831"	"Pannello"	477	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00832"	"Angolo"	416	184	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00833"	"Angolo"	95	50	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00834"	"Angolo"	400	200	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00835"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00836"	"Angolo"	410	81	28	2180	270	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00837"	"Pannello"	485	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00838"	"Pannello"	315	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00839"	"Angolo"	81	348	28	2180	270	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-00840"	"Pannello"	515	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00841"	"Angolo"	315	160	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00842"	"Pannello"	405	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00843"	"Angolo"	315	95	28	2180	247	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00844"	"Angolo"	59	270	28	2180	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00845"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00846"	"Pannello"	405	0	28	2180	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-00847"	"Pannello"	315	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00848"	"Pannello"	115	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00849"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00850"	"Angolo"	270	59	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00851"	"Angolo"	95	315	28	2180	247	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-00852"	"Angolo"	160	315	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00853"	"Pannello"	515	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00854"	"Angolo"	348	81	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00855"	"Pannello"	485	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00856"	"Angolo"	81	420	28	2180	270	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00857"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00858"	"Angolo"	200	400	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00859"	"Angolo"	50	95	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00860"	"Angolo"	184	416	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00861"	"Pannello"	477	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00862"	"Angolo"	240	164	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00863"	"Angolo"	95	180	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00864"	"Angolo"	161	40	28	2180	108	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00865"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00866"	"Angolo"	139	231	28	2180	102	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00867"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00868"	"Angolo"	285	45	28	2180	107	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00869"	"Angolo"	396	45	28	2180	108	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00870"	"Angolo"	352	248	28	2180	102	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00871"	"Angolo"	248	352	28	2180	102	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00872"	"Angolo"	92	248	28	2180	102	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00873"	"Angolo"	248	92	28	2180	102	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00874"	"Angolo"	100	40	28	2180	107	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00875"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00876"	"Pannello"	401	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00877"	"Angolo"	110	45	28	2180	107	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00878"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00879"	"Angolo"	550	50	28	2180	144	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00880"	"Angolo"	293	180	28	2180	102	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00881"	"Angolo"	542	50	28	2180	144	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00882"	"Angolo"	277	248	28	2180	102	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00883"	"Angolo"	248	277	28	2180	102	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00884"	"Angolo"	53	202	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00885"	"Angolo"	214	360	28	2115	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00886"	"Angolo"	360	214	28	2115	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00887"	"Angolo"	202	53	28	2115	90	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00888"	"Angolo"	158	150	28	2180	270	"A"	"No"	"_"	1	"MPS"	"Nr"
"LM-00889"	"Pannello"	143	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00890"	"Angolo"	90	80	28	1754	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00891"	"Angolo"	417	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00892"	"Pannello"	150	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00893"	"Angolo"	90	510	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00894"	"Angolo"	540	40	28	2180	108	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00895"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00896"	"Angolo"	390	210	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00897"	"Angolo"	80	80	28	1734	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00898"	"Angolo"	430	80	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00899"	"Angolo"	80	520	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00900"	"Angolo"	158	150	28	2115	270	"A"	"No"	"_"	1	"MPS"	"Nr"
"LM-00901"	"Angolo"	390	210	28	2115	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00902"	"Angolo"	540	40	28	2115	108	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00903"	"Pannello"	143	0	28	2115	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00904"	"Angolo"	430	80	28	2115	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00905"	"Pannello"	150	0	28	2115	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00906"	"Angolo"	80	520	28	2115	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00907"	"Pannello"	440	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00908"	"Angolo"	350	53	28	2115	90	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-00909"	"Pannello"	340	0	28	2115	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00910"	"Angolo"	292	227	28	2115	258	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00911"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00912"	"Pannello"	500	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00913"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00914"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00915"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	5	"STD"	"Nr"
"LM-00916"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00917"	"Angolo"	65	271	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00918"	"Angolo"	229	65	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00919"	"Angolo"	287	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00920"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00921"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00922"	"Angolo"	300	80	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00923"	"Angolo"	65	271	28	2115	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00924"	"Angolo"	229	65	28	2115	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00925"	"Angolo"	287	90	28	2115	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00926"	"Angolo"	90	510	28	2115	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00927"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00928"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00929"	"Angolo"	158	60	28	2180	270	"A"	"No"	"_"	1	"MPS"	"Nr"
"LM-00930"	"Angolo"	350	210	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00931"	"Pannello"	240	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00932"	"Angolo"	500	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00933"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00934"	"Pannello"	255	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00935"	"Pannello"	275	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00936"	"Angolo"	520	40	28	2180	108	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00937"	"Pannello"	380	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00938"	"Pannello"	165	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00939"	"Pannello"	395	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00940"	"Angolo"	425	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00941"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00942"	"Angolo"	552	40	28	2180	108	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00943"	"Pannello"	490	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00944"	"Pannello"	147	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00945"	"Angolo"	335	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00946"	"Pannello"	500	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00947"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00948"	"Pannello"	200	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00949"	"Angolo"	487	40	28	2180	108	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00950"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00951"	"Pannello"	135	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00952"	"Angolo"	400	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00953"	"Pannello"	185	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00954"	"Pannello"	435	0	28	2180	0	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-00955"	"Pannello"	268	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00956"	"Angolo"	467	40	28	2180	108	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00957"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00958"	"Pannello"	500	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00959"	"Pannello"	500	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00960"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00961"	"Pannello"	600	0	28	2115	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00962"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00963"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00964"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00965"	"Angolo"	158	72	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00966"	"Pannello"	435	0	28	2180	0	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-00967"	"Pannello"	570	0	28	2180	0	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-00968"	"Angolo"	66	244	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00969"	"Angolo"	420	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00970"	"Angolo"	379	77	28	2180	115	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00971"	"Angolo"	90	88	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00972"	"Pannello"	500	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00973"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00974"	"Pannello"	500	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00975"	"Angolo"	350	53	28	2180	90	"A"	"Si"	"_"	4	"SPC"	"Nr"
"LM-00976"	"Pannello"	340	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00977"	"Angolo"	72	158	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00978"	"Pannello"	340	0	28	2180	0	"A"	"Si"	"_"	2	"SPC"	"Nr"
"LM-00979"	"Angolo"	53	350	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00980"	"Pannello"	500	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00981"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-00982"	"Pannello"	500	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00983"	"Angolo"	88	90	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00984"	"Angolo"	77	389	28	2180	115	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00985"	"Angolo"	90	420	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00986"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00987"	"Angolo"	244	66	28	2180	90	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00988"	"Pannello"	570	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00989"	"Pannello"	448	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-00990"	"Pannello"	235	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00991"	"Angolo"	300	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00992"	"Pannello"	196	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00993"	"Angolo"	90	59	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00994"	"Angolo"	60	430	28	2180	270	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00995"	"Angolo"	481	40	28	2180	108	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-00996"	"Pannello"	250	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00997"	"Pannello"	193	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-00998"	"Pannello"	103	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-00999"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01000"	"Angolo"	380	40	28	2180	108	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01001"	"Angolo"	350	100	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01002"	"Angolo"	350	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01003"	"Angolo"	430	53	28	2180	177	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01004"	"Angolo"	90	124	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01005"	"Angolo"	90	300	28	2190	118	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01006"	"Pannello"	450	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01007"	"Pannello"	488	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01008"	"Angolo"	430	100	28	2180	270	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01009"	"Pannello"	173	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01010"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01011"	"Pannello"	518	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01012"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01013"	"Pannello"	173	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01014"	"Angolo"	100	430	28	2180	270	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01015"	"Angolo"	300	90	28	2180	118	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01016"	"Angolo"	124	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01017"	"Angolo"	53	430	28	2180	177	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01018"	"Angolo"	90	350	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01019"	"Pannello"	438	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01020"	"Pannello"	444	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01021"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01022"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01023"	"Angolo"	515	40	28	2180	108	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01024"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01025"	"Pannello"	230	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01026"	"Angolo"	90	430	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01027"	"Angolo"	128	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01028"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01029"	"Angolo"	550	50	28	2180	115	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01030"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01031"	"Pannello"	493	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01032"	"Pannello"	285	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01033"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01034"	"Angolo"	217	141	28	2180	108	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01035"	"Angolo"	390	87	28	2180	90	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01036"	"Angolo"	170	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01037"	"Angolo"	90	90	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01038"	"Angolo"	70	67	28	2180	117	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01039"	"Angolo"	92	53	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01040"	"Angolo"	60	300	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01041"	"Angolo"	52	180	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01042"	"Pannello"	348	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01043"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01044"	"Pannello"	319	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01045"	"Angolo"	50	310	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01046"	"Pannello"	540	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01047"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01048"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01049"	"Pannello"	450	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01050"	"Angolo"	430	100	28	2180	270	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01051"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01052"	"Pannello"	340	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01053"	"Pannello"	340	0	28	2180	0	"A"	"Si"	"_"	3	"SPC"	"Nr"
"LM-01054"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	4	"STD"	"Nr"
"LM-01055"	"Angolo"	100	430	28	2180	270	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01056"	"Pannello"	450	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01057"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01058"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	3	"STD"	"Nr"
"LM-01059"	"Pannello"	540	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01060"	"Angolo"	310	50	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01061"	"Pannello"	600	0	28	2180	0	"A"	"Si"	"_"	2	"STD"	"Nr"
"LM-01062"	"Pannello"	348	0	28	2180	0	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01063"	"Angolo"	180	52	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01064"	"Angolo"	300	60	28	2180	270	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01065"	"Angolo"	53	92	28	2180	90	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01066"	"Angolo"	67	70	28	2180	117	"A"	"No"	"_"	1	"STD"	"Nr"
"LM-01067"	"Angolo"	90	90	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01068"	"Angolo"	90	170	28	2180	270	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01069"	"Pannello"	170	0	28	2180	0	"A"	"No"	"_"	1	"SPC"	"Nr"
"LM-01070"	"Angolo"	570	30	28	2180	144	"A"	"Si"	"_"	4	"STD"	"Nr"
